날짜,교통량
2021.04.10,775
2021.04.10,1380
2021.04.10,3465
2021.04.10,5590
2021.04.10,4935
2021.04.10,3925
2021.04.10,4744
2021.04.10,4727
2021.04.10,4474
2021.04.10,4327
2021.04.10,4233
2021.04.10,4383
2021.04.10,3956
2021.04.10,4139
2021.04.10,3677
2021.04.10,4554
2021.04.10,3015
2021.04.10,3064
2021.04.10,2995
2021.04.10,2744
2021.04.10,1905
2021.04.09,1175
2021.04.09,787
2021.04.09,588
2021.04.09,609
2021.04.09,1122
2021.04.09,2959
2021.04.09,4466
2021.04.09,4693
2021.04.09,4000
2021.04.09,4130
2021.04.09,4780
2021.04.09,4274
2021.04.09,4529
2021.04.09,4557
2021.04.09,3961
2021.04.09,3671
2021.04.09,3990
2021.04.09,5096
2021.04.09,5110
2021.04.09,4083
2021.04.09,3270
2021.04.09,3463
2021.04.09,3169
2021.04.09,2333
2021.04.08,1085
2021.04.08,782
2021.04.08,538
2021.04.08,558
2021.04.08,1054
2021.04.08,2899
2021.04.08,4507
2021.04.08,4562
2021.04.08,4126
2021.04.08,3357
2021.04.08,4249
2021.04.08,4386
2021.04.08,4063
2021.04.08,3887
2021.04.08,3418
2021.04.08,3210
2021.04.08,3127
2021.04.08,3875
2021.04.08,3956
2021.04.08,3392
2021.04.08,3026
2021.04.08,2462
2021.04.08,2374
2021.04.08,1709
2021.04.07,1027
2021.04.07,713
2021.04.07,556
2021.04.07,559
2021.04.07,958
2021.04.07,2756
2021.04.07,4958
2021.04.07,4913
2021.04.07,4300
2021.04.07,3964
2021.04.07,4619
2021.04.07,4329
2021.04.07,4205
2021.04.07,3721
2021.04.07,3844
2021.04.07,3775
2021.04.07,3757
2021.04.07,4159
2021.04.07,4168
2021.04.07,3619
2021.04.07,2997
2021.04.07,2456
2021.04.07,2329
2021.04.07,1559
2021.04.06,1100
2021.04.06,712
2021.04.06,586
2021.04.06,578
2021.04.06,982
2021.04.06,2937
2021.04.06,5074
2021.04.06,5005
2021.04.06,4442
2021.04.06,3989
2021.04.06,4640
2021.04.06,4206
2021.04.06,3817
2021.04.06,4054
2021.04.06,3862
2021.04.06,3773
2021.04.06,3833
2021.04.06,4094
2021.04.06,4304
2021.04.06,3361
2021.04.06,2818
2021.04.06,2588
2021.04.06,2313
2021.04.06,1702
2021.04.05,1214
2021.04.05,727
2021.04.05,580
2021.04.05,697
2021.04.05,1595
2021.04.05,4286
2021.04.05,5331
2021.04.05,4536
2021.04.05,4047
2021.04.05,4554
2021.04.05,4859
2021.04.05,4072
2021.04.05,4003
2021.04.05,3719
2021.04.05,3860
2021.04.05,3900
2021.04.05,3771
2021.04.05,4037
2021.04.05,4325
2021.04.05,3416
2021.04.05,2925
2021.04.05,2605
2021.04.05,2337
2021.04.05,1602
2021.04.04,1070
2021.04.04,670
2021.04.04,486
2021.04.04,425
2021.04.04,659
2021.04.04,2051
2021.04.04,2749
2021.04.04,3078
2021.04.04,3226
2021.04.04,3973
2021.04.04,4130
2021.04.04,4049
2021.04.04,3951
2021.04.04,4214
2021.04.04,4072
2021.04.04,4259
2021.04.04,4035
2021.04.04,3850
2021.04.04,3742
2021.04.04,3483
2021.04.04,3607
2021.04.04,3569
2021.04.04,3076
2021.04.04,1975
2021.04.03,1464
2021.04.03,968
2021.04.03,762
2021.04.03,716
2021.04.03,1169
2021.04.03,2967
2021.04.03,4504
2021.04.03,4385
2021.04.03,4191
2021.04.03,3565
2021.04.03,2547
2021.04.03,2487
2021.04.03,2656
2021.04.03,3036
2021.04.03,2840
2021.04.03,3332
2021.04.03,2644
2021.04.03,2772
2021.04.03,3021
2021.04.03,2855
