집계일자,집계시,순창IC-남원JC교통량,순창IC-남원JC평균속도,남원JC-남원IC교통량,남원JC-남원IC평균속도,남원JC-순창IC교통량,남원JC-순창IC평균속도,남원IC-남원JC교통량,남원IC-남원JC평균속도,서남원IC-남원JC교통량,서남원IC-남원JC평균속도,남원JC-북남원IC교통량,남원JC-북남원IC평균속도,남원JC-서남원IC교통량,남원JC-서남원IC평균속도,북남원IC-남원JC교통량,북남원IC-남원JC평균속도
20210320,11,684,105.3,498,109.18,620,109.5,594,110.42,759,103.28,772,98.13,1425,103.5,1340,104.69
20210320,12,653,105.51,506,107.74,603,109.9,557,109.75,753,105.23,795,98.58,1316,103.88,1262,104.95
20210320,13,620,105.3,451,107.45,567,108.72,501,109.39,861,106.47,893,100.76,1122,104.42,1056,105.13
20210320,14,704,106.2,524,110.02,648,108.69,520,109.11,898,104.22,916,98.89,1133,104.13,1074,104.41
20210320,15,687,106.96,578,108.3,674,109.87,516,111.26,1035,105.83,988,101.78,1068,106.65,1043,107.2
20210320,16,596,111.02,531,114.61,692,112.24,509,112.12,1084,107.52,1043,103.39,1008,110.05,1012,111.32
20210320,17,464,112.27,439,114.36,645,113.81,458,113.57,913,108.76,853,106,821,111.2,871,112.69
20210320,18,345,113.64,304,115.1,549,113.54,383,112.7,693,109.12,674,105.68,623,112.19,642,112.65
20210320,19,258,110.73,245,111.31,364,108.48,264,109.86,507,105.07,519,101.13,491,110.54,526,110.43
20210320,20,195,108.56,170,110.6,257,109.7,202,108.66,365,108.17,398,103.65,398,110.6,392,110.79
20210320,21,141,109.12,114,108.18,185,107.79,156,106.99,286,107.08,306,102.08,325,109.47,358,109.12
20210320,22,98,107.81,79,108.55,125,110.53,96,108.29,210,106.49,197,99.31,246,109.65,275,109.8
20210320,23,75,107.06,64,108.83,86,106.14,72,107.05,158,109.38,118,105.67,200,109.32,201,107.34
20210321,0,39,103.23,39,102.9,51,106.82,47,102.7,132,104.53,95,98.14,161,110.79,126,107.67
20210321,1,36,101.57,38,101.35,30,94.8,28,94.71,97,102.22,72,99.74,140,107.16,111,104.22
20210321,2,23,93.77,21,104.09,32,108.66,30,105.71,72,103.64,53,100.55,114,102.32,92,103.04
20210321,3,26,92.58,24,98.14,25,95,28,96.78,97,93.24,65,86.07,137,103.41,106,100.33
20210321,4,35,102.04,30,99.86,28,102.25,31,102.16,121,98.32,92,93.67,161,104.19,108,100.28
20210321,5,69,109.06,45,103.75,47,102.38,60,103.23,177,105.3,142,101.79,202,101.48,205,100.86
20210321,6,135,108.82,110,109.53,102,104.38,95,106.56,200,106.36,193,103.22,240,107.79,252,107.77
20210321,7,250,109.32,137,109.65,113,110.74,124,110.77,240,113.16,269,108.35,351,108.8,335,109.13
20210321,8,366,108.67,234,111.33,195,111.03,192,110.84,341,110.58,375,107.6,511,109.47,493,109.88
20210321,9,581,108.73,320,109.45,293,112.09,284,111.21,592,110,642,107.74,803,108.57,711,109.81
20210321,10,793,109.34,396,112.34,442,113.09,455,113.86,871,109.32,912,106.36,1138,107.61,968,109.5
20210321,11,955,109.21,480,113.15,527,112.31,470,112.03,989,109.39,1003,107.45,1304,106.65,1020,109.45
20210321,12,833,109.46,463,113.13,572,112.37,493,110.14,1145,108.4,1128,105.78,1109,107.33,891,109.51
20210321,13,924,109.35,555,114.23,698,110.02,508,109.65,1323,105.54,1252,105.48,1040,106.99,864,108.22
20210321,14,918,108.45,651,113.32,886,108.48,623,108.84,1707,103.04,1506,104.18,1006,105.8,865,105.54
20210321,15,884,110.03,762,113.53,1077,109.04,679,110.79,1938,101.76,1650,103.7,978,107.72,932,108.04
20210321,16,685,111.37,712,114.12,1303,109.03,772,111.26,2045,94.88,1648,103.01,911,109.19,969,108.88
20210321,17,587,111.46,653,114.74,1212,110.04,674,112.81,1753,100.54,1455,103.6,827,110.19,899,108.78
20210321,18,457,110.63,531,113.87,885,110.84,527,112.4,1251,104.77,1035,104.98,671,110.44,722,110.43
20210321,19,413,108.5,382,109.08,601,107.86,400,108.1,916,103.37,835,102.2,571,108.37,602,108.23
20210321,20,354,108.36,356,110.07,345,110.32,285,110.93,637,105.75,670,103.16,450,108.52,478,109.05
20210321,21,213,108.42,187,106.56,252,110.71,247,110.55,404,102.26,457,97.89,438,108.02,462,108.72
20210321,22,143,108.69,143,109.05,190,106.63,174,107.51,284,101.08,334,96.15,328,107.83,345,106.73
20210321,23,92,102.99,83,106.68,139,105.28,112,107.07,196,98.78,212,95.5,255,107.57,269,106.34
20210322,0,46,99.74,42,100.51,144,100.11,52,103.47,149,91.59,125,85.97,178,104.81,159,103.61
20210322,1,45,100.14,37,96.84,126,101.39,37,100.32,132,96.92,96,90.43,162,107.92,134,105.14
20210322,2,31,95.82,33,99.46,125,92.38,38,94.29,169,91.29,140,84.42,147,99.99,133,99.24
20210322,3,53,97.91,51,98.07,128,93.16,49,94.79,190,94.62,179,86,137,94.74,111,95.55
20210322,4,107,98.08,104,98.65,161,94.67,86,98.93,231,95.69,228,87.65,163,95.26,150,95.45
20210322,5,184,102.94,149,103.77,178,96.31,149,98.49,287,99.54,299,92.24,314,98.58,314,99.37
20210322,6,349,106.92,295,107.44,316,102.18,261,104.17,357,101.04,390,97.13,444,101.83,521,101.14
20210322,7,578,107.88,400,107.65,387,109.3,321,110.18,374,106.77,414,105.22,624,104.59,625,104.54
20210322,8,587,106.22,433,108,402,108.93,317,109.87,394,107.13,426,103.64,607,105.44,606,105.22
20210322,9,588,103.4,440,104.55,407,104.1,360,104.53,551,102.14,584,98.95,610,103.99,617,105.07
20210322,10,667,103.25,494,103.52,471,103.62,428,107.6,652,98.25,716,95.22,839,102.85,808,103.67
20210322,11,593,103.54,474,104.18,468,104.08,432,106.18,758,99.74,799,95.72,1017,100.83,956,100.87
20210322,12,560,105.85,429,105.65,516,100.62,462,101.93,695,101.42,734,97.97,919,100.75,926,101.15
20210322,13,497,105.85,365,108.02,493,99.65,390,101.96,743,103.63,730,100.85,848,101.11,853,99.39
20210322,14,549,105.35,433,106.11,553,101.57,409,105.71,781,103.71,728,101.38,934,101.35,932,101.16
20210322,15,481,105.64,420,105.73,554,103.57,399,103.91,934,101.87,885,99.33,736,103.12,755,102.46
20210322,16,415,105.88,368,106.4,650,105.37,474,107.6,953,101.57,911,99.08,620,104.22,679,104.03
20210322,17,375,106.93,352,107.74,654,108.41,438,108.43,902,102.13,831,96.39,652,105.63,731,105.59
20210322,18,304,106.29,275,106.3,556,108.29,366,106.93,727,100.15,693,95.33,467,104.08,545,103.32
20210322,19,247,104.72,232,104.75,322,105.04,239,103.86,497,98.42,528,91.29,378,101.86,408,101.47
20210322,20,198,102,184,103.96,251,103.47,178,107,387,96.23,444,90.15,326,100.86,369,101.42
20210322,21,151,102.62,138,101.49,210,103.11,141,102.31,340,92.64,383,84.39,290,99.89,311,100.79
20210322,22,121,103.24,110,102.79,179,100.43,110,100.38,269,92.89,285,86.17,255,103.46,241,102.89
20210322,23,62,99.89,68,96.84,170,94.49,95,95.86,173,93.68,153,85.16,218,100.83,240,99.62
20210323,0,41,87.97,41,89.14,66,98.23,58,100.01,159,90.42,162,83.57,185,95.88,162,96.48
20210323,1,36,97.56,32,96.2,43,97.56,37,96.25,135,89.43,105,78.71,175,101.1,142,100.3
20210323,2,36,97.31,33,94.85,44,87.62,46,87.28,168,88.01,157,79.69,152,97.59,120,98.35
20210323,3,33,86.85,33,85.69,44,90.7,49,92.52,172,88.67,150,82.17,143,90.66,113,91.71
20210323,4,77,88.07,59,84.79,75,93.76,70,91.7,197,88.86,186,81.55,187,92.17,176,91.94
20210323,5,118,95.48,102,94.01,121,90.39,123,91.6,233,89.66,240,82.65,249,91.77,284,91.78
20210323,6,269,99.29,206,97.36,220,98.04,229,97.8,291,98.17,293,91.86,372,96.16,395,96.75
20210323,7,441,104.83,296,101.87,296,101.28,279,101.18,272,101.3,307,99.8,457,103.55,460,102.89
20210323,8,533,106.94,373,107.04,374,104.1,318,105.15,356,105.22,403,99.97,506,105.69,523,104.29
20210323,9,631,102.71,476,104.51,431,104.41,378,105.51,504,102.41,544,97.89,645,104.37,685,105.14
20210323,10,733,102.25,509,104.94,463,104.29,440,105.66,626,99.28,705,94.35,907,104.06,864,104.63
20210323,11,669,103.27,469,102.37,495,104.15,463,104.48,726,98.68,759,93.1,954,101.95,891,102.76
20210323,12,534,102.57,394,102.36,493,103.25,444,103.73,659,100.66,663,95.12,944,100.14,924,101.51
20210323,13,526,104.65,397,107.11,563,103.97,439,103.79,666,102.26,658,101.62,880,101.34,878,100.43
20210323,14,553,105.06,440,104.81,593,104.16,433,105.42,777,101.8,717,97.82,796,101.59,836,100.37
20210323,15,536,106.76,451,108.94,627,104.83,423,106.25,911,103.06,846,99.81,720,102.82,777,98.73
20210323,16,487,106.6,423,107.84,706,105.7,461,106.75,1001,101.77,912,98.25,666,103.87,717,103.68
20210323,17,439,106.95,405,109.91,703,107.03,445,107.09,965,101.28,910,97.64,576,104.63,663,103.59
20210323,18,316,106.68,296,106.63,578,108.62,389,107.33,729,102.32,671,96.98,520,104.26,563,104.62
20210323,19,281,105.68,231,106.53,354,105.67,240,104.9,539,97.86,544,92.51,397,104.68,420,104.08
20210323,20,199,101.41,181,102.27,218,104.43,168,102.5,429,96.11,459,89,340,102.08,372,101.99
20210323,21,161,103.31,136,102.07,185,104.48,147,102.53,348,94.91,370,87.62,319,101.33,333,101.47
20210323,22,110,99.32,103,96.28,150,103.11,139,100.34,249,92.1,261,84.74,266,102.88,284,102.08
20210323,23,73,98.7,60,100.97,100,99.48,78,100.19,180,94.68,167,88.51,211,99.92,214,100.38
20210324,0,64,98.19,56,97.17,60,91.93,64,92.5,162,91.44,144,82.47,178,98.4,167,99
20210324,1,39,92.52,35,100.36,56,92.86,56,93.7,150,93.71,121,86.04,179,100.43,150,100.89
20210324,2,40,90.51,37,90.35,61,93.47,51,90.22,161,90.48,140,81.85,163,99.59,133,98.32
20210324,3,50,86.48,36,86.54,43,88.54,43,87.43,169,88.43,148,81.27,165,93.55,143,93.42
20210324,4,87,86.17,66,84.95,72,87.15,66,89.26,197,88.87,201,81.77,189,91.31,171,92.23
20210324,5,98,94.65,82,92.66,126,89.59,124,89.83,244,91.39,235,83.63,263,89.62,286,90.28
20210324,6,234,101.23,172,99.12,253,97.9,226,97.51,255,97.84,273,90.84,370,95.08,416,95.41
20210324,7,443,105.18,272,104.85,272,101.04,270,102.4,268,102.53,331,98.4,488,101.41,471,101.8
20210324,8,544,104.79,407,104.67,359,106.42,308,104.61,376,105.59,391,101.83,612,103.41,535,103.11
20210324,9,663,103.31,461,105.33,385,104.3,372,103.65,505,103.01,549,99.83,699,103.63,717,104.43
20210324,10,754,102.06,515,102.29,489,104.63,434,106.96,713,99.63,737,94.71,933,103.54,876,104.06
20210324,11,734,103.27,501,102.86,516,105.25,481,103.55,690,99.54,749,93.88,1024,102.59,922,103.43
20210324,12,582,104.92,405,104.75,513,105.06,446,102.44,675,101.57,706,96.01,1027,99.84,967,101.24
20210324,13,603,104.46,414,103.69,561,105.18,447,103.63,689,104.73,657,100.63,880,100.99,856,101.43
20210324,14,597,104.03,448,104.26,607,104.27,446,104.71,850,103.95,812,100.43,906,101.19,878,101.85
20210324,15,537,105.84,462,105.35,669,106.37,438,106.21,1003,101.69,899,98.27,766,102.99,816,102.12
20210324,16,455,107.01,415,107.51,729,107.84,502,106.9,1030,102.13,924,97.35,655,103.19,710,103.33
20210324,17,424,106.79,369,106.94,735,111.12,470,109.97,1049,102.16,975,97.42,592,106.75,665,107.2
20210324,18,344,108.32,315,107.25,637,110.43,398,109.38,801,103.85,708,97,544,103.89,598,104.25
20210324,19,267,102.34,236,102.41,368,107.57,261,106.51,564,99.62,557,94.04,406,102.72,440,104.48
20210324,20,198,103.99,185,102.86,288,106.19,192,102.46,490,96.32,491,87.6,308,99.98,351,100.77
20210324,21,160,100.85,145,101.38,213,107.5,182,103.45,353,97.59,375,91.39,289,101.18,297,101.64
20210324,22,120,102.54,106,102.91,139,103.74,111,101.51,280,96.83,290,89.5,271,103.28,294,101.3
20210324,23,69,96.93,55,96.51,85,98.71,68,97.71,172,99.03,186,91.48,202,101.36,210,102.68
20210325,0,52,91.78,48,89.06,66,96.91,68,96.15,143,88.86,122,80.21,199,100.32,187,100.42
20210325,1,39,91.81,38,91.38,41,96.56,43,98.43,125,90.61,96,80.8,168,100.07,145,100.5
20210325,2,35,87.75,25,86.02,50,93.31,50,90.84,126,86.57,120,79.66,166,99.51,151,99.25
20210325,3,50,88.55,41,87.72,45,95.67,51,87.94,194,90.84,151,82.18,147,95.3,137,95.6
20210325,4,82,92.05,71,90.21,85,90.04,80,91.48,197,85.14,175,78.03,205,92.56,208,92.61
20210325,5,121,92.93,94,93.22,118,90.43,112,90.68,247,91.33,251,84.32,243,91.15,265,91.12
20210325,6,249,101.14,189,97.97,230,95.65,215,95.34,268,97.46,292,89.43,366,95.69,403,97.8
20210325,7,469,104.62,310,103.26,281,103.65,278,102.26,316,103.72,345,99.82,464,101.23,475,101.19
20210325,8,554,104.27,404,105.95,394,105.87,319,106.43,388,104.47,414,100.55,582,104.2,561,104.21
20210325,9,756,104.51,521,106.35,419,106,404,105.62,500,102.35,543,99.37,777,104.08,765,105.3
20210325,10,825,102.45,519,103.22,481,104,467,103.25,709,99.46,784,93.92,1100,100.26,972,103.95
20210325,11,791,102.57,494,103.57,513,106.36,487,105.34,749,99.04,773,93.62,1279,100.64,1107,103.17
20210325,12,663,103.56,445,102.24,534,103.92,450,103.63,681,100.83,698,95.45,1082,100.56,1017,102.32
20210325,13,646,105.49,430,104.97,572,105.36,451,102.86,729,104.65,726,100.5,960,100.81,907,101.69
20210325,14,658,107.18,495,108.22,652,105.51,469,104.55,858,102.61,779,98.88,952,102.36,928,102.91
20210325,15,576,108.24,462,107.98,728,106.32,466,106.16,1039,101.42,935,97.39,858,102.84,855,104.16
20210325,16,544,107.2,489,108.51,776,107.2,509,107.11,1173,101.7,1003,98.81,728,104.9,778,104.76
20210325,17,489,106.49,419,107.31,820,110.02,498,108.16,1126,101.5,1016,96.36,699,106.28,741,106.78
20210325,18,397,109.13,331,108.92,692,110.05,412,110.69,895,102.27,800,97.34,609,106.46,630,106.22
20210325,19,272,104.11,239,105.61,434,108.43,261,105.99,727,99.49,666,92.31,456,104.4,460,104.84
20210325,20,223,101.08,222,102.68,354,105.46,244,106.35,565,98.48,549,91.99,411,104.53,431,105.2
20210325,21,148,96.61,138,98.03,274,105.22,174,100.78,436,96.89,445,89.79,341,101.66,405,101.9
20210325,22,129,104.37,128,100.06,191,103.71,134,100.01,344,95.79,332,86.49,292,102.77,316,101.13
20210325,23,81,98.13,71,96.42,125,101.29,81,100.64,208,96.49,206,92.11,244,104.23,247,103.05
20210326,0,60,95.44,49,93.78,65,95.39,54,92.41,160,93.36,136,82.31,202,99.8,184,99.56
20210326,1,46,92.74,37,97.75,54,96.37,48,97.11,157,93.58,116,85.3,197,99.83,187,100.01
20210326,2,31,90.16,37,86.81,63,90.72,52,87.57,179,86.85,154,78.63,176,98.15,150,99.75
20210326,3,48,93.45,38,95.99,42,89.95,58,92.07,174,89.43,150,79.64,165,94.98,137,98.15
20210326,4,78,86.31,64,84.09,90,89.96,80,91.48,212,89.6,205,81.96,213,91.79,212,93.33
20210326,5,130,93.97,98,91.44,120,92.17,128,92.78,220,89.95,232,83.21,270,92.95,293,92.93
20210326,6,257,99.68,169,95.42,277,96.67,260,96.69,283,99.24,303,95.07,365,97.1,410,97.16
20210326,7,420,105.42,264,105.06,329,102.27,305,101.91,315,105.52,342,100.13,499,102.45,518,102.32
20210326,8,552,105.51,404,105.62,376,106.22,340,106.76,381,105.64,416,99.83,637,106.13,641,106.12
20210326,9,715,103.36,470,105.4,418,105.64,403,105.48,548,102.69,575,98.65,1007,104.15,938,106
20210326,10,891,103.12,553,103.42,484,108.58,471,108.03,762,99.2,805,94.87,1316,103.01,1141,105.43
20210326,11,876,103.75,543,104.17,502,106.58,474,106.96,873,100.93,892,96.01,1546,101.26,1344,103.83
20210326,12,774,106.3,543,105.01,555,106.17,465,104.37,904,101.51,893,98.15,1306,101.52,1185,103.4
20210326,13,725,105.94,485,106.56,649,104.67,528,105.26,935,105.79,903,102.95,1161,101.45,1080,102.68
20210326,14,790,106.55,565,108.85,778,106.65,560,105.81,1152,105.54,1010,103.18,1208,102.4,1163,103.36
20210326,15,778,108.25,620,108.53,866,107.72,575,108.34,1231,103.73,1130,100.9,1168,103.86,1104,105.7
20210326,16,703,108.98,605,112.26,961,108.79,692,109.65,1351,103.43,1172,100.58,1171,103.95,1111,105.14
20210326,17,708,110.39,626,114,1132,110.34,686,112.04,1555,102.33,1290,100.4,1196,106.39,1227,107.59
20210326,18,646,112.95,599,115.41,1042,111.44,658,112.96,1404,104.48,1225,103.1,1033,107.78,1081,109.25
20210326,19,584,109.24,526,111,745,109.84,539,111.79,1112,105.18,1017,102.11,861,106.92,891,107.99
20210326,20,412,107.84,335,107.87,508,112.39,393,113.28,716,104.21,718,100.37,908,108.53,876,109.78
20210326,21,244,107.06,217,106.39,419,110.07,303,107.81,500,104.34,457,98.84,780,109.28,782,110.43
20210326,22,147,105.07,125,103.78,287,108.83,176,107.31,360,101.88,321,95.6,586,109,623,110.49
20210326,23,95,105.06,81,104.68,214,109.84,108,108.75,243,103.32,198,96.32,451,108.28,481,109.51
20210327,0,150,96.57,68,101.48,194,105.85,73,107.02,198,101.62,153,95.91,350,107.24,372,108.91
20210327,1,132,97.44,46,101.94,147,99.57,54,96.53,160,105.36,104,99.69,237,104.07,240,107.23
20210327,2,98,98.21,34,96.09,153,93.89,43,91.85,148,95.72,100,92.93,184,100.15,172,100.74
20210327,3,136,96.98,33,97.75,142,91.66,46,90.67,140,93.35,94,87.16,199,97.13,197,98.64
20210327,4,146,89.43,62,88.73,143,88.46,62,92.17,168,94.13,155,89.97,205,96.18,187,96.13
20210327,5,171,96.74,74,100.68,159,93.64,97,94.84,184,97.99,195,91.28,241,95.61,272,97.41
20210327,6,260,103.92,141,100.7,241,96.05,201,98.22,270,104.78,281,101.32,444,103.95,464,103.74
20210327,7,450,105.84,219,104.44,273,102.74,251,105.89,357,109.88,385,105.36,735,106.91,662,108.85
20210327,8,606,106.61,343,107.6,371,106.49,339,108.2,471,109.49,477,106.52,1133,105.8,1012,108.69
20210327,9,761,105.53,484,107.14,465,107.66,428,108.57,699,108.75,730,104.62,1369,104.3,1288,107.1
20210327,10,926,105.47,604,109.06,591,109.19,584,108.29,830,106.99,840,102.86,1789,103.83,1571,107
20210327,11,900,104.11,616,108.68,687,109.25,635,110.73,952,105.63,909,102.45,1917,102.05,1644,104.81
20210327,12,769,101.31,560,104.71,774,104.36,614,105.78,1013,98.72,901,94.71,1461,100.63,1310,101.07
20210327,13,730,101.39,580,104.79,850,102.66,579,103.36,1222,97.29,1083,92.67,1235,102.21,1187,101.75
20210327,14,775,102.81,590,105.29,811,103.92,539,105.1,1445,96.75,1312,93.24,1170,101.98,1063,103.18
20210327,15,751,103.69,658,106.71,815,104.5,547,107.11,1490,99.35,1310,95.18,1053,103.5,1058,104.56
20210327,16,607,100.41,549,102.59,808,101.66,545,106.67,1459,95.69,1254,91.03,991,101.95,993,101.48
20210327,17,506,101.12,474,103.08,731,100.9,496,105.15,1181,96.21,1057,91.65,810,103.78,850,103.17
20210327,18,380,102.12,330,101.48,600,101.14,370,102.03,854,96.14,820,92.66,659,103.5,691,102.66
20210327,19,297,98.84,245,99.87,382,98.45,259,100.77,521,96.71,509,91.71,497,103.44,526,101.16
20210327,20,217,98.17,176,99.23,290,97.73,196,99.41,399,96.4,400,92.79,373,101.66,402,98.45
20210327,21,184,98.34,122,98.56,239,100.8,155,91.09,289,97.86,291,91.76,303,103.26,313,100.58
20210327,22,171,100.75,89,97.85,209,101.24,121,102.04,227,97.17,219,93.15,253,106.13,268,102.29
20210327,23,148,100.34,74,99.87,162,101.3,67,99.89,152,98.31,132,90.94,229,104.2,226,101.6
20210328,0,126,93.9,42,90.7,145,97.91,45,97.99,142,101.55,106,95.62,180,102.28,154,99.48
20210328,1,120,100.59,28,95.21,133,94.74,37,102.58,92,94.32,55,92.89,157,103.96,121,100.38
20210328,2,121,99.47,34,102.56,129,100.99,28,98.51,100,99.7,55,93.76,113,102.15,83,98.02
20210328,3,97,98.16,24,99.12,96,98.01,33,98.92,94,101.94,55,100.03,120,104.6,84,100.23
20210328,4,118,104.98,23,103.62,111,105.57,35,105.06,122,104.45,89,97.15,155,101.49,127,99.61
20210328,5,145,108.21,38,107.75,134,97.9,43,101.7,141,102.34,101,99.03,182,100.66,165,97.87
20210328,6,182,107.47,63,110.14,138,102.13,64,105.55,217,105.18,194,100.87,220,105.21,220,104.22
20210328,7,244,110.66,120,110.75,168,109.41,111,110.18,240,113.55,282,106.6,309,106.78,304,105.5
20210328,8,377,109.53,171,112.84,207,111.92,162,114.51,379,112.73,412,109.01,483,108.72,438,109.39
20210328,9,523,110.35,280,113.98,286,110.24,286,111.6,642,112.07,684,108.24,782,108.28,670,107.47
20210328,10,805,109.25,397,113.92,434,110.35,446,110.49,944,110.11,974,107.68,1206,107.77,959,109.12
20210328,11,881,109.15,475,112.47,544,111.1,511,110.73,1152,107.38,1105,104.41,1369,106.23,1084,106.9
20210328,12,869,109.88,513,114.12,560,111.31,456,110.46,1202,109.45,1152,106.96,1305,107.34,1029,108.99
20210328,13,902,111.53,509,116.09,653,112.41,445,112.35,1366,107.79,1244,106.98,1186,109.18,979,110.64
20210328,14,1017,111.76,645,115.8,792,110.75,562,111.93,1712,106.18,1504,105.08,1206,108.84,990,111.74
20210328,15,1000,111.39,735,114.08,1043,111.39,640,114.91,1944,102.49,1656,101.53,1231,108.44,1022,111.1
20210328,16,857,113.33,755,115.72,1138,111.66,666,115.95,2024,103.67,1661,102.74,998,110.6,894,112.5
20210328,17,664,112.46,739,114.67,1209,111.25,645,115.9,1890,103.98,1475,105.84,809,111.51,869,113.04
20210328,18,493,113.45,554,116.03,1049,112.83,540,114.92,1636,103.66,1283,104.14,695,111.89,733,112.93
20210328,19,461,109.21,426,111.91,772,109.98,426,110.06,1216,105.54,1042,102.77,606,109.32,639,110.44
20210328,20,394,109.35,342,110.53,609,111.31,375,111.36,950,106.49,883,103.27,466,109.94,489,110.91
20210328,21,292,109.13,261,110.78,411,110.25,270,111.93,600,104.28,597,99.38,419,108.61,448,110.57
20210328,22,207,107.24,153,108.12,297,110.29,223,113.74,354,106.69,333,102.76,348,109.34,391,109.49
20210328,23,163,100.74,93,105.58,202,109.25,122,109.47,220,99.03,203,93.13,258,106.86,274,108.39
20210329,0,147,98.7,55,100.8,162,98.82,74,101.46,189,101.14,154,96.98,185,105.89,165,106.29
20210329,1,145,101.01,56,101.35,150,96.49,53,105.03,170,97.74,129,95.04,157,106.43,136,104.45
20210329,2,127,92.56,40,94.43,138,89.68,56,90.02,157,93.52,114,89.55,135,105.19,112,103.93
20210329,3,144,95.05,43,93.89,136,89.25,53,90.68,194,96.07,183,90.83,142,95.54,119,96.81
20210329,4,177,96.9,95,97.06,162,93.3,92,96.93,236,97.34,234,91.76,201,97.77,177,94.98
20210329,5,247,103.08,159,105.47,201,97.3,171,98.36,295,98.35,332,92.32,283,99.07,313,98.26
20210329,6,347,106.51,276,107.34,317,102.93,272,104.27,342,101.4,366,97.31,407,102.73,459,102.33
20210329,7,597,107.67,401,109.02,401,108,348,107.47,431,105.77,483,101.97,571,107.17,573,108.09
20210329,8,623,106.96,475,106.68,419,108.1,344,107.33,419,107.3,470,103.74,581,106.36,571,106.7
20210329,9,629,104.21,458,104.86,426,105.23,382,105.44,592,102.89,631,98.2,667,103.13,670,104.71
20210329,10,747,101.52,518,102.76,465,105.47,430,106.69,786,100.18,822,95.39,979,102.63,930,102.91
20210329,11,659,102.68,490,101.61,504,106.17,518,105.83,786,100.28,830,94.67,1124,102.04,1057,103.91
20210329,12,524,104.02,402,103.27,550,103.86,444,104.32,746,103.24,749,99.86,960,102.02,926,102.05
20210329,13,557,105.82,430,106.33,534,102.45,442,103.8,742,104.27,735,101.14,906,103.57,927,102.14
20210329,14,567,103.16,472,105.81,569,105.63,449,105.13,931,102.57,867,99.91,922,103.06,909,103.49
20210329,15,538,105.29,475,106.91,596,104.63,419,106.55,1044,102.71,971,99.11,812,103.95,829,103.25
20210329,16,450,104.73,401,105.75,674,106.77,467,106.93,1082,101.79,985,97.74,618,105.13,680,105.16
20210329,17,435,106.19,381,107.84,680,109.92,441,109.86,988,99.83,898,95.8,633,106.7,701,105.7
20210329,18,362,106.5,317,107.5,553,110.28,347,109.1,744,101.19,720,96.12,481,105.8,572,105.5
20210329,19,259,102.21,230,104.92,369,105.06,257,103.52,546,98.75,560,92.3,380,103.13,433,103.74
20210329,20,223,100.85,161,103.69,269,104.99,178,105.19,413,99.03,444,90.96,337,103.51,387,103.75
20210329,21,212,95.37,159,97.97,233,100.22,165,100.28,345,95.34,378,87.91,312,103.16,340,104.48
20210329,22,172,97.06,105,97.64,187,100.52,104,101.11,277,96.13,270,89.45,249,100.9,260,103.33
20210329,23,158,94.75,76,98.3,167,99.25,99,103.45,163,93.3,153,86.76,209,101.89,208,102.97
20210330,0,52,96.27,54,95.61,62,94.49,63,94.27,162,91.95,139,84.7,172,99.46,166,102.62
20210330,1,38,89.38,29,90.12,61,96.61,55,98.16,141,92.21,100,87.03,207,99.2,175,99.44
20210330,2,30,89.66,41,88.9,55,91.55,56,90.03,155,87.82,108,79.13,158,97.58,137,98.95
20210330,3,48,91.5,37,96.59,53,86.67,52,86.39,172,88.86,152,79.82,153,93.94,135,92.44
20210330,4,98,89.09,85,89.79,82,88.64,79,89.81,205,90.63,185,84,185,89.39,186,90.07
20210330,5,127,97.6,94,98.1,142,90.73,157,91.13,258,91.81,257,84.89,258,90.42,282,92.75
20210330,6,236,101.14,178,102,251,97.06,244,97.63,273,98.77,290,92.96,330,95.99,386,95.9
20210330,7,465,104.66,309,104.76,320,101.42,263,102.4,290,104.85,332,99.22,469,101.35,464,101.45
20210330,8,541,105.96,401,103.65,377,106.65,322,106.54,356,102.89,382,101.19,555,104.71,563,105.8
20210330,9,652,102,490,102.28,399,107.01,342,108.19,536,101.81,557,97.8,623,103.84,634,106.11
20210330,10,745,100.61,543,100.77,482,104.59,463,103.87,704,97.75,757,92.91,914,102.08,873,104.14
20210330,11,617,101.43,474,101.41,500,104.4,479,103.83,712,97.63,768,91.53,981,101.44,937,103.31
20210330,12,526,101.81,413,100.7,486,104.45,423,103.78,738,100.26,770,95.02,807,99.81,796,101.61
20210330,13,554,104.49,413,104.15,554,103.46,450,102.65,742,104.88,723,100.19,782,101.57,779,101.67
20210330,14,528,104.09,445,104.21,607,104.85,490,103.19,813,103.63,791,98.82,976,99.79,982,101.59
20210330,15,511,104.71,451,103.63,642,105.56,461,105.77,947,100.55,922,97.42,707,103.14,780,103.4
20210330,16,496,106.55,419,107.5,658,107.63,459,107.15,1046,102.05,1005,97.16,636,103.53,730,105.84
20210330,17,428,108.22,415,107.83,720,109.87,486,110.5,935,102.55,840,97.01,599,105.56,682,107.15
20210330,18,324,107.77,322,107.22,587,108.91,373,109.14,737,101.54,717,96.02,530,105.29,606,105.15
20210330,19,268,102.28,238,103.94,327,105.17,242,104.83,467,100.93,493,95.11,371,102.19,421,103.16
20210330,20,210,101.6,214,100.28,261,103.95,198,103.36,454,100.44,488,93.31,329,101.57,381,100.31
20210330,21,156,101.82,145,100.43,179,105.53,166,102.15,339,97.76,401,90.34,303,99.9,316,101.07
20210330,22,102,100.98,103,102,133,100.79,112,99.17,273,92.68,292,86.64,246,100.16,266,102.13
