집계일자,집계시,순창IC-남원JC교통량,순창IC-남원JC평균속도,남원JC-남원IC교통량,남원JC-남원IC평균속도,남원JC-순창IC교통량,남원JC-순창IC평균속도,남원IC-남원JC교통량,남원IC-남원JC평균속도,서남원IC-남원JC교통량,서남원IC-남원JC평균속도,남원JC-북남원IC교통량,남원JC-북남원IC평균속도,남원JC-서남원IC교통량,남원JC-서남원IC평균속도,북남원IC-남원JC교통량,북남원IC-남원JC평균속도
20210330,23,94,96.71,80,97.73,97,102.7,83,102.58,193,94.73,184,88.24,230,101.88,247,101.66
20210331,0,49,90.78,59,90.64,72,97.57,57,93.85,186,93.87,156,87.69,185,100.19,176,100.46
20210331,1,47,93.8,41,96.11,50,91.85,55,95.48,132,86.22,91,80.68,152,97.58,132,96.54
20210331,2,37,93.69,36,91.89,59,92.6,58,94.78,156,87.61,143,80.4,157,96.9,145,98.27
20210331,3,46,88.21,49,87.95,60,95.51,66,91.41,177,87.23,141,80.96,140,92.89,116,94.94
20210331,4,89,87.74,74,88.46,97,88.25,90,89.56,188,89.57,191,80.47,201,91.36,196,92.2
20210331,5,123,95.77,100,94.48,111,89.57,115,91.81,231,92.77,235,85.99,235,90.78,267,91.18
20210331,6,251,101.91,197,98.93,250,97.56,237,96.15,296,97.28,295,91.55,338,95.28,381,95.98
20210331,7,445,104.55,304,104.09,337,102.73,302,103.67,296,102.8,314,100.27,398,102.18,424,100.99
20210331,8,537,106.09,389,108.14,353,104.12,293,103.91,349,103.92,405,99.67,493,104.77,528,104.44
20210331,9,627,101.83,475,102.27,409,104.49,341,104.73,541,100.82,571,98.38,692,103.84,728,103.41
20210331,10,674,102.28,501,101.62,466,105.26,432,104.73,679,99.96,714,95.24,844,102.97,829,102.96
20210331,11,699,101.84,503,102.51,478,104.84,454,103.97,772,100.55,820,96.33,978,101.84,901,102.29
20210331,12,555,102.39,418,102.78,485,105.12,417,103.29,689,102.05,708,97.8,879,100.56,831,102.18
20210331,13,545,104.93,423,103.69,550,103.18,440,101.44,688,104.74,682,101.3,793,100.76,798,100.72
20210331,14,592,104.29,452,104.69,569,105.72,413,103.35,828,104.67,816,100.97,820,100.35,817,102.33
20210331,15,533,104.15,463,104.82,622,107.44,447,107.27,952,102.96,887,99.95,663,101.7,713,101.68
20210331,16,481,105.74,439,104.99,700,108.7,463,106.86,1043,101.7,996,98.27,600,103.26,651,103.79
20210331,17,426,107.44,397,105.94,736,110.31,522,110.23,971,102.39,894,96.91,569,104.14,687,105.48
20210331,18,357,109.6,335,110.13,634,110.82,404,110.03,740,104.05,696,99.72,523,106.38,638,107.11
20210331,19,253,103.53,238,104.7,350,108.62,261,108.68,517,100.11,577,94.88,419,102.57,469,103.49
20210331,20,177,97.82,171,101.05,238,105.96,188,104.74,411,98.32,431,93.26,324,103.82,360,104.9
20210331,21,163,100.55,153,99.54,212,103.79,163,102.63,340,95.97,364,90.63,277,99.76,306,99.48
20210331,22,91,98.56,89,97.08,156,102.46,134,101.69,271,92.37,290,84.11,264,103.09,276,103.41
20210331,23,75,96.61,74,97.69,75,98.46,72,98.13,199,96.3,163,89.82,204,99.74,217,100.86
20210201,0,51,93.32,46,93.11,55,88.75,45,88.51,173,92.62,154,86.03,87,99.59,103,96.53
20210201,1,45,90.8,41,90.45,52,88.48,44,86.92,116,88.93,80,82.31,84,93.54,102,94.93
20210201,2,50,84.39,34,87.77,49,85.77,46,88.28,156,88.24,138,81.02,63,91.1,65,94.02
20210201,3,51,85.34,43,91.81,48,81.07,47,86.28,158,92.46,146,86.94,53,94.44,62,93.76
20210201,4,93,93.81,71,92.29,73,84.73,70,87.28,175,89.83,168,84.88,78,94.68,94,94.68
20210201,5,153,98.15,141,100.48,110,92.62,111,92.14,259,93.68,269,86,168,94.47,200,93.2
20210201,6,232,99.72,171,101.55,196,94.58,168,97.65,277,95.46,300,87.56,319,97.16,339,98.17
20210201,7,506,103.81,322,104.16,305,100.95,268,104.5,350,99.05,409,93.65,477,104.57,459,102.75
20210201,8,570,106.26,430,108.45,376,104.57,312,104.77,355,103.12,433,99.45,529,104.8,484,102.79
20210201,9,509,102.41,392,104.9,316,105.51,274,106.48,494,103.35,508,99.1,502,104.17,512,102.44
20210201,10,527,102.26,452,104.16,434,104,389,107.07,605,100.3,638,93.96,591,103.67,603,102.64
20210201,11,486,103.12,400,105.07,471,105.33,417,107.56,709,100.06,772,94.77,649,102.68,647,102.7
20210201,12,450,105.38,361,105.91,458,105.65,397,105.93,666,103.85,693,98.65,642,101.31,675,100.38
20210201,13,449,102.94,355,104.41,486,102.83,387,104.61,603,106.04,657,100.87,634,101.7,683,100.71
20210201,14,480,106.18,411,108.99,479,104.24,387,105.24,642,105.83,648,101.1,729,103.4,757,103.73
20210201,15,440,105.17,407,105.95,519,106.65,428,107.48,647,102.11,644,97.39,656,104.37,717,103.98
20210201,16,403,104.41,339,107.14,500,107.41,405,107.9,650,102.55,672,96.89,618,106.18,641,105.56
20210201,17,320,106.69,299,104.85,492,109.4,410,110.42,554,98.53,568,92.46,574,106.31,623,105.29
20210201,18,264,104.93,219,104.88,415,105.61,310,105.38,494,94.36,520,89.38,454,104.38,477,104.08
20210201,19,189,99.59,177,101.29,270,104.28,215,104.35,350,95.66,391,89.22,396,103.35,433,103.39
20210201,20,161,97.39,149,99.74,219,102.23,184,104.58,323,92.32,358,86.67,269,101.97,292,101.37
20210201,21,132,98.66,100,96.73,159,101.98,142,100.77,309,89.67,347,83.85,251,103.2,261,102.36
20210201,22,93,99.27,87,99.23,122,96.84,94,96.74,234,89.81,246,84.5,202,102.32,235,103.39
20210201,23,72,91.57,55,91.86,100,93.43,89,97.73,173,90.73,158,85.04,132,99.05,150,100
20210202,0,49,88.71,41,89.95,70,89.63,42,89.45,113,90.81,134,80.44,100,95.72,119,94.98
20210202,1,47,88.15,43,86.39,69,87.89,55,89.16,66,86.79,78,81.66,80,95.21,97,96.07
20210202,2,43,90.04,36,86.43,56,84.67,56,84.75,97,86.38,111,80.12,66,90.83,77,90.66
20210202,3,52,86.4,40,89.33,46,86.92,38,88.18,102,89.46,130,81.38,79,90.56,90,94.65
20210202,4,71,86.87,54,85.29,70,86.28,76,87.56,135,86.28,150,76.46,104,91.97,128,91.86
20210202,5,116,91.83,96,91.96,130,88.32,125,91.05,168,88.5,184,79.92,211,92.24,242,92.6
20210202,6,174,96.04,127,98.61,199,89.61,185,93.19,214,93.71,227,88.11,292,95.57,320,94.18
20210202,7,425,103.1,290,104.04,277,99.17,252,100.82,255,102.5,282,95.99,394,100.01,412,98.02
20210202,8,498,105.12,353,105.55,327,102.53,268,104.29,320,102.55,342,100.52,523,104.63,469,104.7
20210202,9,565,102.01,431,103.49,360,103.25,327,106.29,480,102.24,503,97.92,609,102.92,586,102.14
20210202,10,573,101.46,454,102.12,425,103.98,432,106.12,658,97.36,705,92.08,662,102.83,666,103.65
20210202,11,587,102.3,503,104.04,519,104.91,501,105.15,699,98.02,733,93.01,753,102.31,731,100.68
20210202,12,480,101.66,405,102.11,510,101.9,469,102.27,633,98.61,639,94.77,666,100.43,675,99.21
20210202,13,485,103.91,396,106.32,469,101.96,380,103.51,615,101.42,633,97.3,722,100.9,763,98.8
20210202,14,494,102.47,446,104.93,519,103.24,418,102.46,692,103.85,666,101.34,716,101.42,788,100.2
20210202,15,479,102.65,445,105.36,579,104.84,444,104.97,750,101.61,713,98.72,718,103.95,777,103.81
20210202,16,452,103.84,398,105.96,590,106.19,455,105.29,730,101.43,713,95.83,613,103.89,657,104
20210202,17,414,104.67,364,105.26,516,106.52,399,107.03,659,99.24,637,91.5,549,104.27,584,104.87
20210202,18,318,103.32,274,104.77,469,108.53,353,108.44,527,98.05,533,92.05,457,101.61,504,101.65
20210202,19,201,102.09,172,103.07,298,105.13,240,104.43,412,94.61,426,88.59,317,103.29,338,103.9
20210202,20,186,100.94,162,100.87,198,103.32,173,102.96,334,94.67,383,87.52,274,101.3,295,103.28
20210202,21,143,100.38,118,99.61,156,101.84,135,99.65,284,92.59,318,85.04,215,99.39,248,98.07
20210202,22,120,99.78,100,96.91,115,99.84,111,102.74,188,90.92,215,85.64,194,101.42,217,101.34
20210202,23,68,96.8,67,93.2,103,97.6,82,95.25,109,93.39,130,88.19,127,97.27,156,97.62
20210203,0,35,83.99,35,83.89,66,87.16,55,88.98,100,88.57,119,80.86,111,94.39,133,91.83
20210203,1,39,83.85,37,89.03,47,90.06,40,86.09,66,88.74,77,78.43,110,96.57,134,94.18
20210203,2,34,87.42,30,85.05,37,79.84,41,84.25,53,84.72,63,76.97,92,98.82,89,99.24
20210203,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
20210203,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
20210203,5,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
20210203,6,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
20210203,7,368,99.73,237,101.71,248,96.99,210,97.06,235,100.9,267,95.46,319,96.51,328,95.59
20210203,8,546,103.61,376,106.14,328,102.34,279,100.89,292,102.34,327,100.39,451,102.81,411,100.82
20210203,9,694,102.31,548,105.22,453,104.37,393,105.22,483,102.36,522,99.07,568,102.85,572,102.02
20210203,10,601,102.16,472,103.65,453,105.19,438,105.41,645,98.98,693,94.76,612,103.02,624,104.37
20210203,11,603,101.7,517,102.06,485,105.27,441,106,713,99.35,745,94.14,687,101.53,676,101.03
20210203,12,495,104.62,450,105.43,445,104.83,403,101.74,671,97.26,662,95.95,660,105.78,698,102.11
20210203,13,399,103.26,320,103.56,453,104.6,394,105.37,406,101.01,399,100.82,510,102.36,504,99.8
20210203,14,488,103.43,467,106.28,509,104.85,454,105.12,700,105.25,573,101.1,750,100.63,709,100.17
20210203,15,560,104.03,497,105.96,557,106.23,464,108.03,726,95.52,87,99.12,645,108.1,62,96.39
20210203,16,459,106.49,404,108.19,625,107.42,484,107.4,635,102.8,573,98.58,545,105.01,567,104.8
20210203,17,400,106.57,366,109.03,579,109.04,426,108.72,747,99.81,729,94.72,536,104.69,595,105.03
20210203,18,304,102.62,263,104.04,489,106.85,365,104.89,592,98.45,597,92.33,457,102.59,516,102.48
20210203,19,240,102.9,216,104.32,299,103.81,227,103.5,418,96.45,434,90.41,350,102.82,381,103.92
20210203,20,196,101.61,187,103.61,205,105.79,182,105.31,367,95.23,402,87.9,274,103.43,302,104.44
20210203,21,163,97.67,144,100.33,175,100.67,153,101.14,322,93.01,344,88.36,255,98.38,296,98.32
20210203,22,119,100.57,93,96.12,137,98.49,120,100.57,208,96.22,249,89.51,201,100.16,218,98.2
20210203,23,82,97.8,68,96.7,111,94.21,89,95.21,107,93.15,122,86.96,132,99.02,151,97.41
20210204,0,54,91.6,48,94.52,71,94.7,61,96.07,91,90.14,96,82,110,93.45,117,94.16
20210204,1,42,79.07,36,79.97,49,78.52,35,79.84,67,82.15,77,76.45,71,85.44,84,82.01
20210204,2,31,76.16,28,68.02,62,76.88,63,78.99,89,81.9,92,70.77,83,78.44,97,76.33
20210204,3,48,79.77,39,79.82,53,84.03,52,83.53,91,84,103,74.55,77,84,85,85.85
20210204,4,81,82.52,66,79.1,68,83.38,58,83.82,118,85.44,141,77.47,82,84.67,101,82.9
20210204,5,83,83.64,80,83.36,82,84.08,91,85.61,167,85.27,173,77.92,160,87.91,187,88.67
20210204,6,158,92.53,112,91.63,171,85.62,173,84.68,194,86.85,217,80.79,252,87,291,87.15
20210204,7,388,96.35,242,95.35,274,92.59,241,94.56,253,93.33,290,89.83,341,94.54,340,93.04
20210204,8,514,101.22,407,99.75,324,98.85,269,98.06,299,97.83,323,94.68,401,100.37,376,98.32
20210204,9,593,100.02,450,102.39,398,100.08,380,99.48,461,98.46,499,93.58,477,100.76,459,100.41
20210204,10,607,99.69,491,101.05,431,102.89,377,102.9,645,99.25,681,91.1,565,100.37,591,100.35
20210204,11,508,103.11,466,103.43,490,103.68,424,102.42,706,99.16,756,91.95,601,100.64,654,98.53
20210204,12,460,101.61,396,102.7,462,104.21,398,104.57,637,99.27,669,92.98,634,102.88,658,100.63
20210204,13,506,101.5,427,103.25,544,103.32,483,102.77,629,103.73,624,96.24,711,101.77,717,99.75
20210204,14,513,103.39,440,102.99,551,103.59,459,102.78,668,103.25,671,96.35,721,101.63,760,99.49
20210204,15,487,103.09,449,105.5,541,105.67,430,106.62,722,102.55,711,95.14,661,103.56,715,102.37
20210204,16,460,105.62,396,105.84,536,107,454,108.5,766,101.43,764,94.73,624,105.07,646,103.82
20210204,17,408,106.11,359,108.46,576,110.87,474,109.59,741,100.05,729,94.34,548,103.73,583,103.5
20210204,18,309,103.46,285,106.05,485,106.54,359,106.88,589,99.49,566,93.53,453,101.81,498,102.13
20210204,19,231,99.71,216,101.56,333,104.98,262,105.36,446,97.91,475,90.84,338,103.38,392,102.81
20210204,20,189,100.62,162,101.85,201,101.2,185,100.38,317,94.39,377,87.59,304,101.16,331,102.59
20210204,21,159,98.67,121,97.85,188,101.17,161,100.53,302,93.13,341,86.31,255,100.46,281,101.98
20210204,22,113,94.18,100,94.19,146,100.97,122,99.34,204,93.32,225,85.63,191,100.75,228,99.97
20210204,23,73,93.77,67,91.22,99,94.11,84,96.28,121,92.91,142,87.06,169,99.56,189,100.54
20210205,0,56,92.63,55,92.39,69,87.29,55,91.79,99,90.07,110,81.52,116,99.98,137,99.2
20210205,1,45,86.8,34,84.94,43,88.79,51,92.83,68,91.58,83,83.33,121,101.07,143,99.28
20210205,2,29,86.77,26,85.49,51,88.79,46,88.98,80,91.77,103,81.47,100,101.08,118,99.9
20210205,3,60,93.33,47,96.17,50,88.23,63,89.49,104,89.6,127,81.18,97,95.86,112,98.44
20210205,4,77,91.5,73,88.87,78,86.59,76,88.73,147,91.19,175,81.15,125,99,153,96.02
20210205,5,94,86.82,76,91.39,108,87.17,107,89.44,171,91.89,197,82.51,179,90.71,219,92.37
20210205,6,175,94.11,144,92.88,202,90.27,191,90.61,236,94.65,258,89,290,90.83,327,89.69
20210205,7,352,101.57,225,101.94,266,97.88,220,100.35,280,102.17,297,96.1,400,96.62,409,96.43
20210205,8,531,105.88,388,108.01,339,103.2,255,103.02,376,103.06,391,100.15,423,102.27,419,100.89
20210205,9,529,102.25,390,102.7,363,105.06,313,104.14,493,103.72,514,100.16,508,105.46,524,104.59
20210205,10,594,100.13,492,103.71,422,106.38,386,104.21,661,99.28,688,94.29,605,101.23,626,102.98
20210205,11,570,102.82,483,101.69,477,105.4,432,106.85,771,101.14,819,95.15,746,101.35,772,101.76
20210205,12,497,103.54,434,105.44,481,104.18,421,104.67,742,102.14,713,96.8,794,100.86,766,102.16
20210205,13,523,105.35,448,106.77,541,105.12,466,104.52,812,105.75,773,101.64,813,101.27,811,101.59
20210205,14,573,105.42,480,105.1,596,106.18,512,105.79,779,106.64,733,103.07,883,103.19,904,102.06
20210205,15,551,106.31,554,108.67,609,106.75,479,107.43,895,104.58,830,101.18,895,106.2,931,106.74
20210205,16,585,108.32,507,111.56,709,109.89,587,110.62,938,105.43,860,101.01,832,106.73,879,107.86
20210205,17,520,110.04,499,111.21,732,112.5,559,112.78,960,104.52,906,99.54,807,107.65,857,108.54
20210205,18,457,107.56,413,111.06,700,108.98,533,108.61,909,104.2,871,98.37,709,106.96,752,107.14
20210205,19,375,106.87,339,109.9,476,110.46,395,110.03,662,105,688,99.6,565,107.93,603,109.22
20210205,20,263,106.66,253,106.47,317,109.12,306,109.72,388,104.4,407,99.09,527,107.23,551,108.37
20210205,21,223,103.66,195,104.16,258,106.2,213,106.16,305,97.84,329,92.54,470,107.03,503,108.35
20210205,22,132,104.9,129,109.61,153,102.86,136,103.85,198,101.21,214,95.77,363,106.47,391,109.11
20210205,23,74,98.92,71,97.06,139,103.05,112,106.24,110,96.31,120,92.15,265,106.98,280,108.21
20210206,0,57,94.9,58,94.49,63,99.16,61,98.84,152,96.72,129,90.2,246,107.5,263,107.57
20210206,1,52,92.78,47,98.66,54,96.54,50,99.26,98,98.35,73,93.47,234,105.29,252,105.06
20210206,2,43,95.26,40,93.01,64,90.76,58,95.83,137,90.86,89,87.59,182,102.51,178,107.22
20210206,3,39,91.89,30,88.58,47,89.64,45,90.23,129,90.15,92,84.13,170,104.14,170,105.5
20210206,4,63,93.93,55,89.94,60,89.97,58,88.99,159,91.26,137,85.47,200,99.83,206,100.92
20210206,5,83,95.77,69,100.29,87,91.06,91,94.53,188,92.82,189,85.56,227,93.09,240,94.15
20210206,6,175,99.62,135,102.91,145,96.43,133,96.01,205,101.16,216,95.52,277,94.42,307,95.97
20210206,7,313,108.46,234,109.97,219,100.5,192,99.96,300,103.52,299,101.32,382,102.48,414,102.22
20210206,8,385,103.98,325,107.86,269,106.48,240,106.56,389,108.66,394,105.63,499,105.78,536,105.42
20210206,9,515,106.15,416,108.77,369,108.8,314,107.48,548,106.87,579,103.42,685,106.14,740,106.79
20210206,10,602,107.16,490,110.23,483,110.08,436,109.43,731,105.34,734,100.91,927,107.64,931,108.68
20210206,11,643,108.12,512,111.46,544,109.87,500,109.58,799,106.96,818,102.79,1023,107.64,1036,108.56
20210206,12,603,108.3,475,113.08,561,110.88,476,110.89,693,106.99,716,102.97,1032,107.74,1038,109.32
20210206,13,576,109,471,112.35,534,111.32,475,111.89,720,108.94,711,105.99,921,107.41,887,108.06
20210206,14,621,109.61,510,112.04,579,112.09,478,112.15,843,109.66,836,106.11,934,108.01,937,107.85
20210206,15,658,110.93,549,115.04,609,113.71,531,112.9,883,110.61,855,106.33,921,108.01,946,108.36
20210206,16,543,110.48,483,113.65,655,112.73,511,113.12,877,111.03,835,107.76,841,110.42,897,110.44
20210206,17,428,110.35,406,112.38,669,113.57,530,114.66,922,110.42,882,107.61,699,109.74,745,110.93
20210206,18,384,108.78,329,111.93,542,111.56,416,110.43,687,107.7,662,103.27,561,109.17,600,110.45
20210206,19,282,106.65,248,110.74,363,107.68,242,108.14,487,108.62,486,104.7,411,109.17,436,109.68
20210206,20,183,106.15,165,110.77,241,107.87,188,107.49,415,108.04,428,103.97,306,106.56,341,108.07
20210206,21,156,104.41,119,105.38,177,108.2,140,109.28,290,107.11,296,103.15,302,106.39,320,107.54
20210206,22,109,100.8,106,102.3,126,108.68,107,109.06,199,106.67,203,98.79,221,105.88,220,106.01
20210206,23,53,104.94,48,105.94,101,104.43,86,107.16,174,102.79,147,99.01,201,107.19,191,104.75
20210207,0,38,98.06,29,98.73,59,106.52,55,103.72,109,103.42,96,98.46,172,105.92,151,104.49
20210207,1,35,92.65,36,96.08,37,97.29,28,94.25,72,98.57,54,91.26,134,106.51,110,105.05
20210207,2,25,88.97,22,92.47,39,100.9,26,95.08,95,97.95,61,92.35,123,110.19,106,106.01
20210207,3,29,93.8,19,90.68,24,93.42,24,90.29,87,96.9,55,90.23,147,102.68,106,102.45
20210207,4,23,96.08,23,103.82,20,101.37,22,89.48,112,93.83,75,91.39,127,106.48,98,105.57
20210207,5,46,100.02,39,101.93,43,96.29,45,96.82,154,102.05,116,96.83,163,96.88,150,95.35
20210207,6,105,101.03,84,102.94,72,96.79,63,95.71,182,104.48,144,98.98,186,96.54,179,97.47
20210207,7,182,105.49,163,110.58,105,100.9,97,105.1,228,107.68,203,104.36,234,106.41,216,104.37
20210207,8,218,99.78,186,109.38,174,102.5,153,111.25,325,109.55,326,106.3,280,107.28,304,108.33
20210207,9,354,103.17,262,108.91,207,103.28,177,109.36,476,109.97,501,107.65,377,110.2,394,110.69
20210207,10,489,108.46,370,111.15,292,110.24,277,110.36,750,110.1,780,105.77,526,110.84,530,111.91
20210207,11,537,110.01,401,113.05,442,113.24,397,114.23,856,111.27,929,106.31,666,109.51,685,109.47
20210207,12,555,109.46,395,112.14,465,113.96,397,115.33,873,111.85,930,107.76,708,109.93,684,111.2
20210207,13,537,111.14,427,114.78,512,114.28,393,112.16,858,110.68,905,108.33,689,110.63,751,110.75
20210207,14,611,110.36,488,114.67,571,112.42,465,112.33,1090,109.44,1100,106.85,764,111.06,784,111.42
20210207,15,637,110.55,503,113.96,706,112.28,594,112.69,1143,109.25,1142,106.33,751,110.96,763,111.66
20210207,16,579,110.99,536,114.57,730,112.55,563,113.99,1101,108.75,1067,108.09,665,111.82,713,113.62
20210207,17,470,112.01,447,115.74,690,113.65,555,114.29,997,110.18,965,106.65,657,112.13,687,113.2
20210207,18,391,109.45,352,110.55,561,112.37,427,112.69,706,106.25,715,102.1,468,110.01,508,110.45
20210207,19,325,108.06,259,110.17,374,108.97,303,110.14,596,107.09,614,100.34,371,110.21,419,110.99
20210207,20,261,108.2,259,108.87,262,108.35,208,108.03,432,105.3,482,100.68,360,108.69,400,109
20210207,21,199,106.32,180,105.9,212,106.76,213,108.76,357,100.64,395,94.99,355,106.5,372,107.03
20210207,22,130,102.01,112,101.22,200,104.97,178,106.48,289,100.96,310,96.58,256,105.85,277,105.43
20210207,23,84,102.77,88,103.85,111,104.28,88,106.15,232,96.39,210,90.18,204,106.23,213,107.19
20210208,0,54,97.01,45,93.34,67,94.8,57,96.68,168,91.6,149,85.17,104,102.7,110,102.01
20210208,1,36,94.63,30,97.37,44,95.2,42,97.09,137,93.06,104,85.73,85,100.71,98,105.28
20210208,2,37,95.96,31,94.58,38,87.04,39,87.54,168,87.51,136,77.01,75,99.23,89,97.5
20210208,3,47,90.82,39,92.94,43,86.72,45,93.83,178,92.93,166,85.49,63,94.3,74,94.68
20210208,4,88,94.34,72,94.16,77,89.89,87,91.12,216,89.13,200,82.04,104,98.41,121,100.02
20210208,5,163,101.26,143,103.19,136,91.26,124,92.73,245,93.04,256,85.14,208,99.54,247,100.78
20210208,6,276,101.56,233,103.42,218,96.23,214,98.59,306,100.54,332,94.88,362,98.61,385,99.73
20210208,7,516,105.71,330,107.89,326,106.59,273,106.95,334,103.98,386,99.42,520,104.48,514,104.44
20210208,8,627,106.42,470,108.99,363,106.95,299,107.37,350,103.31,414,98.94,564,105.07,507,104.05
20210208,9,548,103.05,408,105.29,398,107.01,366,105.93,536,102.29,562,97.39,573,103.62,561,104.59
20210208,10,563,101.54,434,102.28,488,105.91,416,106.81,714,98.84,763,93.56,617,105.65,628,105.88
20210208,11,538,101.89,456,102.66,500,106.03,456,105.83,775,99.42,802,95.24,711,102.32,697,102.66
20210208,12,468,103.65,385,104.15,536,103.31,455,104.29,697,100.51,748,95.74,730,102.63,753,101.94
20210208,13,478,103.78,384,105.13,519,105.74,429,105.58,659,105.26,694,101.35,727,103.15,758,100.97
20210208,14,512,105.79,405,107.19,538,104.91,423,105.32,668,102.61,684,98.45,771,101.65,828,102.35
20210208,15,461,105.42,422,106.31,544,105.86,448,108.7,736,101.36,760,97.37,767,105.05,784,105.79
20210208,16,464,106.53,426,108.71,561,107.35,428,107.73,712,101.56,742,97.4,626,104.99,672,104.73
20210208,17,399,104.49,339,105.31,507,109.73,385,109.14,733,99.48,725,95.68,580,105.18,630,105.26
20210208,18,341,102.85,296,102.92,477,106.88,353,104.24,624,97.36,644,91.99,518,104.25,560,104.2
20210208,19,205,102.36,195,104.24,326,103.94,252,103.53,455,96.01,475,90.83,442,103.69,490,103.86
20210208,20,157,103.84,159,101.78,203,103.47,181,103.75,439,94.53,472,87.81,332,105.12,367,105.07
20210208,21,147,102.21,124,101.76,178,101.84,149,100.47,353,93.23,383,84.44,272,100.61,283,100.39
20210208,22,97,97.05,103,98.74,135,99.97,120,103.66,273,92.84,287,86.73,239,100.35,261,100.96
20210208,23,75,91.78,62,90.92,92,98.55,68,98.77,205,90.72,170,85.27,182,99.6,201,99.27
20210209,0,58,95.8,55,95.27,64,91.4,64,92.39,162,89.89,153,84.48,191,96.35,174,96.9
20210209,1,35,88.07,35,90.23,49,93.96,38,92.81,125,87.41,115,81.69,161,102.46,144,102.12
